CustomerID,InternalObligorID,OriginalInternalObligorID,ObligorName,InternalCreditFacilityID,OriginalInternalCreditFacilityID,City,Country,ZipCodeForeignMailingCode,IndustryCode,IndustryCodeType,EntityIndustryCode,StockExchange,TKR,CUSIP,ObligorLEI,PSRLEI,OriginationDate,MaturityDate,CurrentMaturityDate,FacilityType,CreditFacilityPurpose,CommittedExposure,UtilizedExposureGlobal,NetSalesCurrent,NetSalesPriorYear,OperatingIncome,RetainedEarnings,ProbabilityOfDefault,LGD,EAD,ASC32620,GuarantorFlag,GuarantorName,GuarantorTIN,GuarantorInternalID,GuarantorInternalRiskRating,CollateralMarketValue,SecurityType,ParticipationFlag,ParticipationInterest,InternalRating,TIN,OtherFacilityType,OtherFacilityPurpose,LineReportedOnFRY9C,LineOfBusiness,CumulativeChargeoffs,PastDue,NonAccrualDate,LienPosition,InterestRateVariability,InterestRate,InterestRateIndex,InterestRateSpread,InterestRateCeiling,InterestRateFloor,TaxStatus,EntityInternalID,EntityName,EntityInternalRiskRating,DateFinancials,DateLastAudit,DepreciationAmortization,InterestExpense,NetIncomeCurrent,NetIncomePriorYear,CashMarketableSecurities,AccountsReceivableCurrent,AccountsReceivablePriorYear,InventoryCurrent,InventoryPriorYear,CurrentAssetsCurrent,CurrentAssetsPriorYear,TangibleAssets,FixedAssets,TotalAssetsCurrent,TotalAssetsPriorYear,AccountsPayableCurrent,AccountsPayablePriorYear,ShortTermDebt,CurrentMaturitiesLongTermDebt,CurrentLiabilitiesCurrent,CurrentLiabilitiesPriorYear,LongTermDebt,MinorityInterest,TotalLiabilities,CapitalExpenditures,SNCInternalCreditID,LOCOM,CommittedExposureGlobalParValue,UtilizedExposureGlobalParValue,CommittedExposureGlobalFairValue,UtilizedExposureGlobalFairValue,SpecialPurposeEntityFlag,RenewalDate,CreditFacilityCurrency,PrepaymentPenaltyFlag,LeveragedLoanFlag,DispositionFlag,DispositionScheduleShift,SyndicatedLoanFlag,TargetHold,PCDNoncreditDiscount
CUST-96010243,IOB-96010243,IOB-96010243,Smith LLC,FAC-96010243,FAC-96010243,Lake Paul,US,34879,541511,1,541511,NYSE,MUCC,NA,549300JUEWSRGKMHZZCH,549300JUEWSRGKMHZZCH,2023-10-09,2026-10-08,2026-10-08,7,1,$15.11M,$5.17M,158895308,161315426,38660942,48742531,0.25,0.1534,13972312,579284,3,Cook-Glover,392052903,GUAR-10529944,A,$20.79M,0,4,0.5292,AA,407541069,NA,NA,4,Commercial Real Estate,0,0,9999-12-31,1,2,0.071,2,0.0335,0.121,NONE,1,ENT-96010243,Smith LLC,AA,2025-03-15,2023-09-13,7360191,770812,37890130,38660951,16620062,22264606,22921516,33815735,32451907,72700403,70128065,109917988,100074343,282692734,283449202,16437012,16987096,36537533,13994280,66968825,72926861,68502612,NA,135471437,15987155,NA,3,15105203,5172089,14279999,5297408,1,2024-10-29,USD,3,1,0,NA,0,NA,0
CUST-88268265,IOB-88268265,IOB-88268265,Cole PLC,FAC-88268265,FAC-88268265,Keithfurt,US,70244,541511,1,541511,NYSE,KRLE,NA,549300RBHFJNPZWIRVQJ,549300RBHFJNPZWIRVQJ,2022-05-14,2026-05-13,2026-05-13,6,11,$11.16M,$5.84M,151300136,173436312,42432894,37562302,0.1653,0.0907,9853842,167395,2,Rogers Inc,734792786,GUAR-42209019,B,$26.16M,0,1,1.0,BBB,140233043,NA,NA,4,Commercial Real Estate,0,0,9999-12-31,1,2,0.0317,2,0.019,NONE,NONE,2,ENT-88268265,Cole PLC,BBB,2024-12-02,2023-10-21,7963221,651127,41781767,37953328,9058902,16769220,14685880,29198665,25131656,55026787,48298773,135937016,70733551,261697354,240015088,11108313,11480688,17623288,20912510,49644111,50509184,60681624,1089207,110325735,9722287,NA,3,11163804,5841950,11257630,5793377,1,2024-07-04,USD,3,2,0,NA,3,0.7807,0
CUST-29161984,IOB-29161984,IOB-29161984,"Lee, Ramirez and Smith",FAC-29161984,FAC-29161984,North Sharonville,US,47310,541511,1,541511,NYSE,SNOQ,519017,549300IPLXPZGDQCZXYU,549300IPLXPZGDQCZXYU,2022-09-22,2024-09-21,2024-09-21,8,11,$18.17M,$12.09M,190131837,215369557,52231011,76625535,0.25,0.1886,16805007,856601,4,,,NA,NA,$31.74M,0,1,1.0,BBB,299085958,NA,NA,6,Middle Market,0,0,9999-12-31,1,1,0.0396,5,NA,0.0896,NONE,1,ENT-29161984,"Lee, Ramirez and Smith",BBB,2024-06-15,2023-03-23,5524146,612281,51618730,45637869,17881479,26513128,23738046,29577084,33814847,73971691,66373632,163356750,143919482,381247923,352285902,22500190,22104707,19088296,18783410,60371896,54879967,80472273,NA,140844169,28379723,NA,3,NA,NA,NA,NA,1,2024-04-03,USD,2,2,0,NA,1,0.7197,0
CUST-53395665,IOB-53395665,IOB-53395665,Thompson Inc,FAC-53395665,FAC-53395665,Lambhaven,US,50901,541511,1,541511,NASDAQ,MVZE,666603,549300YVLQRZJDJYORDD,549300YVLQRZJDJYORDD,2023-01-20,2025-01-19,2025-01-19,6,11,$11.62M,$7.56M,120141181,115411860,27546964,25335542,0.25,0.1828,10744098,530816,4,,,NA,NA,$19.80M,0,4,0.7692,BBB,430806428,NA,NA,1,Small Business,0,0,9999-12-31,1,1,0.0762,5,NA,NONE,0.0562,2,ENT-53395665,Thompson Inc,BBB,2024-04-10,2023-05-29,2919991,682065,26864899,29221616,15485252,23429114,22790237,25264525,28334677,64178891,60382039,72496043,71629943,208304877,230203209,15917103,16876648,29713374,16524140,62154617,66767674,66950991,NA,129105608,9072294,NA,3,NA,NA,NA,NA,1,2024-09-10,USD,3,1,0,NA,4,0.6917,0
CUST-94165675,IOB-94165675,IOB-94165675,Neal-Blevins,FAC-94165675,FAC-94165675,West Randyhaven,GB,28918,541511,1,541511,NYSE,DGMO,NA,549300FFNPYQMSTTGLJB,549300FFNPYQMSTTGLJB,2022-10-04,2025-10-03,2025-10-03,6,12,$17.94M,$10.18M,252307545,249858528,42236115,32277859,0.1349,0.128,15564450,309881,3,"Harris, Phillips and Woods",733687267,GUAR-92583434,BBB,$28.03M,0,1,1.0,AA,NA,NA,NA,10,Corporate Banking,0,0,9999-12-31,3,2,0.069,7,0.0178,0.119,0.049,1,ENT-94165675,Neal-Blevins,AA,2024-04-25,2023-07-11,5001114,555041,41681074,41869193,27131416,30702989,27216285,60144363,56537838,117978768,118203171,198745607,196639824,513364199,496722016,26820836,25580671,71241365,10133639,108195840,99083749,139889277,42397278,248085117,25433199,NA,3,NA,NA,NA,NA,1,2024-08-12,USD,3,2,0,NA,3,0.9992,0
CUST-10751498,IOB-10751498,IOB-10751498,Coleman-Palmer,FAC-10751498,FAC-10751498,East Sarahside,US,88385,488510,1,488510,NASDAQ,SKFW,NA,549300ZSHYZRZUYRCYCX,549300ZSHYZRZUYRCYCX,2022-10-22,2024-10-21,2024-10-21,7,1,$16.73M,$12.35M,176454098,173356356,31080537,35886510,0.25,0.1164,15475652,486855,4,,,NA,NA,$32.71M,6,1,1.0,A,884934833,NA,NA,1,Corporate Banking,0,0,9999-12-31,2,2,0.0627,7,0.0267,NONE,NONE,2,ENT-10751498,Coleman-Palmer,A,2024-06-12,2023-12-23,4637126,808313,30272224,28191892,23454618,29106859,25612374,34222866,33417769,86784343,75858960,152149716,77679718,316613777,270561424,17700142,18822192,39809039,12123008,69632189,79117682,82537255,22173106,152169444,8745666,NA,3,16730435,12354630,17828667,11355903,1,2024-08-08,USD,1,1,0,NA,3,0.157,0
CUST-87281554,IOB-87281554,IOB-87281554,"Roman, Davies and Williams",FAC-87281554,FAC-87281554,Ericville,GB,18331,522110,1,522110,NYSE,HDXA,142147,549300OCTVDPXINZMQRT,549300OCTVDPXINZMQRT,2020-03-21,2021-03-21,2021-03-21,6,11,$18.48M,$10.56M,103369861,100807577,24476350,27900091,0.123,0.0982,15920951,223207,4,,,NA,NA,$48.55M,1,4,0.4746,AA,507122441,NA,NA,4,Small Business,0,0,9999-12-31,1,2,0.0288,1,0.0334,0.0788,0.0088,1,ENT-87281554,"Roman, Davies and Williams",AA,2024-05-01,2023-10-17,3078384,659951,23816399,26583058,11914974,15734968,15816757,23423061,22838900,51073003,47019646,88129305,77270107,216472415,214640369,11145550,9526237,30850149,8454359,50450058,56129992,63369023,NA,113819081,10465234,NA,3,NA,NA,NA,NA,1,2024-12-30,USD,2,1,0,NA,0,NA,0
CUST-35826565,IOB-35826565,IOB-35826565,"Baker, Ortiz and Dorsey",FAC-35826565,FAC-35826565,Josechester,GB,96376,541511,1,541511,NYSE,JFKC,910153,549300NJXJFRWQPIEDPU,549300NJXJFRWQPIEDPU,2024-11-29,2026-11-29,2026-11-29,6,1,$15.99M,$7.32M,231830053,234133208,51133213,33615961,0.1177,0.086,13735755,161937,4,,,NA,NA,$46.26M,1,4,0.7405,BB,NA,NA,NA,9,Corporate Banking,0,0,9999-12-31,1,2,0.0714,7,0.0317,NONE,NONE,1,ENT-35826565,"Baker, Ortiz and Dorsey",BB,2025-03-14,2023-06-22,6653288,676033,50457180,52342615,26795573,41835797,46074463,35590238,35459953,104221608,112472506,227138554,159111973,490472135,456075132,29807098,34222619,36230279,28934318,94971695,87029529,159760940,NA,254732635,23068369,NA,2,NA,NA,NA,NA,1,2025-02-17,USD,2,1,0,NA,0,NA,0
CUST-67703346,IOB-67703346,IOB-67703346,Young-Lewis,FAC-67703346,FAC-67703346,Gonzalesstad,US,37067,522110,1,522110,NYSE,ZPUX,723285,549300MXKIGHWFECFVPP,549300MXKIGHWFECFVPP,2024-11-24,2026-11-24,2026-11-24,6,11,$17.06M,$15.14M,247044787,236018453,49304584,31741261,0.25,0.0587,15783025,250395,4,,,NA,NA,$39.99M,1,1,1.0,AAA,NA,NA,NA,1,Small Business,0,0,9999-12-31,1,2,0.0294,2,0.0215,0.0794,0.0094,1,ENT-67703346,Young-Lewis,AAA,2024-12-27,2023-04-19,8019551,710681,48593903,42656134,12926199,45561119,50100054,59381949,66380776,117869267,134681810,177156574,132307276,427333117,444986457,32884361,34045886,38030003,34927349,105841713,110941219,153608469,NA,259450182,14426606,NA,3,NA,NA,NA,NA,1,2025-03-09,USD,1,2,0,NA,1,0.9025,791921
CUST-40140114,IOB-40140114,IOB-40140114,"Martin, Romero and Wallace",FAC-40140114,FAC-40140114,West Cindy,CA,55177,488510,1,488510,NYSE,EQGJ,NA,549300VAFVSUDIWPHFZP,549300VAFVSUDIWPHFZP,2021-11-21,2023-11-21,2023-11-21,8,11,$7.60M,$5.43M,74681300,78508933,17022630,23784844,0.25,0.1947,7031740,370021,4,,,NA,NA,$9.53M,1,4,0.2416,CCC,564137540,NA,NA,11,Commercial Real Estate,0,0,9999-12-31,1,1,0.0382,5,NA,NONE,0.0182,1,ENT-40140114,"Martin, Romero and Wallace",CCC,2025-01-09,2023-09-06,1983505,353586,16669044,17387646,6697108,11048578,11862773,17303758,16855771,35049444,32626529,60536248,44692162,140277854,144273158,7818887,8560890,15951182,8004163,31774232,29370636,44681379,8269727,76455611,4972188,NA,3,NA,NA,NA,NA,1,2024-11-05,USD,3,1,0,NA,0,NA,0
CUST-40955733,IOB-40955733,IOB-40955733,"Lane, Davidson and Martinez",FAC-40955733,FAC-40955733,New Stephenfort,US,55481,541511,1,541511,NYSE,JJUG,NA,549300OFPDOKAGDTGZFF,549300OFPDOKAGDTGZFF,2021-02-18,2025-02-17,2025-02-17,6,11,$7.49M,$2.73M,101678762,89694685,18640671,16038661,0.25,0.2096,6927076,392409,1,Wood Inc,147865548,GUAR-37439428,A,$16.03M,6,1,1.0,BBB,275346358,NA,NA,2,Small Business,0,0,9999-12-31,2,1,0.0708,5,NA,0.1208,NONE,1,ENT-40955733,"Lane, Davidson and Martinez",BBB,2024-12-28,2023-09-16,2487390,227120,18413551,18921344,11973951,13891151,13168438,22745255,21518432,48610357,42667970,83183748,72840430,204634535,210545478,11262634,12205011,29131301,13984625,54378560,53452355,52340893,NA,106719453,10056186,NA,3,NA,NA,NA,NA,1,2024-11-20,USD,3,1,0,NA,3,0.81,0
CUST-72493275,IOB-72493275,IOB-72493275,Miller Ltd,FAC-72493275,FAC-72493275,Martintown,US,75160,488510,1,488510,NASDAQ,UVJR,NA,549300RDPSMRLXJPGKHW,549300RDPSMRLXJPGKHW,2022-03-16,2025-03-15,2025-03-15,6,11,$11.67M,$7.16M,121014989,116882576,25133681,15015791,0.25,0.2277,10795058,664333,4,,,NA,NA,$17.57M,0,4,0.5077,AAA,378967544,NA,NA,8,Small Business,0,0,9999-12-31,2,3,0.0457,7,0.0363,0.0957,0.0257,1,ENT-72493275,Miller Ltd,AAA,2024-06-05,2023-04-29,4654872,447902,24685779,28149017,17047680,19666783,18777543,25917153,28591195,62631616,54978015,110901107,96199353,269732076,266142223,13015876,11901534,33599177,18875961,65491014,55749940,81906109,NA,147397123,11373315,NA,3,NA,NA,NA,NA,1,2024-10-23,USD,3,1,0,NA,4,0.5582,403569
CUST-67822941,IOB-67822941,IOB-67822941,"Roberts, Miller and Burns",FAC-67822941,FAC-67822941,Youngmouth,US,35080,522110,1,522110,NYSE,ITTC,NA,549300UJJPFZQVQIOCEW,549300UJJPFZQVQIOCEW,2021-03-02,2022-03-02,2022-03-02,7,1,$13.50M,$7.03M,125950897,120177075,32633537,21665364,0.1729,0.1666,11970327,388890,4,,,NA,NA,$21.84M,1,1,1.0,CCC,651958973,NA,NA,5,Small Business,0,0,9999-12-31,2,2,0.0456,7,0.0295,NONE,NONE,1,ENT-67822941,"Roberts, Miller and Burns",CCC,2024-08-05,2023-09-08,5205281,552255,32081282,36482800,8328408,16834415,18196803,26728789,23617947,51891612,48514619,100388991,73151328,225431931,217981565,10148775,9386564,17562927,5598333,33310035,32200376,54187631,NA,87497666,14187402,NA,3,NA,NA,NA,NA,1,2025-01-19,USD,1,1,0,NA,3,0.1336,0
CUST-63230301,IOB-63230301,IOB-63230301,Potter-Stewart,FAC-63230301,FAC-63230301,Bennettshire,US,95086,488510,1,488510,NYSE,IKPQ,651016,549300CSRSPZFNIEYFZC,549300CSRSPZFNIEYFZC,2023-06-13,2025-06-12,2025-06-12,6,12,$14.18M,$7.50M,100127324,105282146,27177537,39831138,0.25,0.0942,13112443,333835,4,,,NA,NA,$25.36M,0,1,1.0,A,NA,NA,NA,6,Corporate Banking,0,0,9999-12-31,3,2,0.0471,7,0.0265,NONE,NONE,1,ENT-63230301,Potter-Stewart,A,2024-07-05,2023-03-29,4031841,622088,26555449,25252207,12405012,10744993,11848574,15307006,17252944,38457011,41293160,85288165,46272555,170017731,160264632,8023579,8663956,14142667,14045606,36211852,39482003,64868296,NA,101080148,5619584,NA,1,NA,NA,NA,NA,1,2024-07-03,USD,3,1,0,NA,2,0.4862,627140
CUST-20403468,IOB-20403468,IOB-20403468,Johnson-Howard,FAC-20403468,FAC-20403468,Jessicaville,US,98923,522110,1,522110,NYSE,UDJQ,NA,549300OQKWMPNKJNKFIU,549300OQKWMPNKJNKFIU,2022-06-11,2023-06-11,2023-06-11,6,1,$23.32M,$20.39M,279130368,302661564,70137911,62666106,0.25,0.1975,21567731,1151250,4,,,NA,NA,$69.75M,0,1,1.0,AA,456611590,NA,NA,2,Middle Market,0,0,9999-12-31,1,1,0.0738,5,NA,0.1238,0.0538,1,ENT-20403468,Johnson-Howard,AA,2024-07-10,2023-09-21,7588704,933632,69204279,64475434,16638490,44123238,45179164,54918059,61605296,115679787,116892827,228830762,111928152,456438701,449465485,28844894,28999431,61986939,34287782,125119615,131849614,143141865,NA,268261480,17611756,NA,2,NA,NA,NA,NA,1,2024-08-27,USD,2,1,0,NA,1,0.9655,0
CUST-97815625,IOB-97815625,IOB-97815625,"Duke, Bryant and Mendoza",FAC-97815625,FAC-97815625,Diazmouth,US,24479,522110,1,522110,NYSE,VAGG,NA,549300JIRBDFUTKGDYOX,549300JIRBDFUTKGDYOX,2022-06-16,2026-06-15,2026-06-15,7,1,$7.70M,$4.39M,56270013,62813066,12448714,11988192,0.2339,0.1203,7059954,216665,4,,,NA,NA,$16.96M,0,1,1.0,BB,NA,NA,NA,2,Commercial Real Estate,0,0,9999-12-31,3,1,0.0379,5,NA,NONE,0.0179,1,ENT-97815625,"Duke, Bryant and Mendoza",BB,2024-08-10,2023-04-25,1956867,375627,12073087,12910073,5929028,6489346,5722744,13264863,14599796,25683237,25798449,37595193,22540359,85818789,84052480,5579283,5310598,9334743,6011779,20925805,20609607,23347660,NA,44273465,4088721,NA,2,NA,NA,NA,NA,1,2024-08-24,USD,1,1,0,NA,1,0.4017,0
CUST-20833169,IOB-20833169,IOB-20833169,"Goodwin, Garza and Berg",FAC-20833169,FAC-20833169,Sheliafort,US,20898,541511,1,541511,NASDAQ,KRIS,392082,549300HXAJEEOWIXOECI,549300HXAJEEOWIXOECI,2021-11-15,2024-11-14,2024-11-14,6,11,$13.98M,$4.98M,154586220,146166828,23553910,18002649,0.25,0.0489,12931262,170902,3,Lang-Brooks,219727206,GUAR-30285221,A,$34.16M,6,4,0.9486,BBB,032247543,NA,NA,8,Middle Market,193931,0,9999-12-31,1,1,0.0741,5,NA,0.1241,0.0541,1,ENT-20833169,"Goodwin, Garza and Berg",BBB,2025-01-01,2024-01-26,4555230,446944,23106966,21559924,18873558,18257817,17430833,34659197,33704125,71790572,79451277,128336192,121942636,322069400,335974262,14876264,16397148,38157089,20768408,73801761,75934344,76018891,NA,149820652,23928932,NA,3,NA,NA,NA,NA,1,2024-05-20,USD,1,1,0,NA,1,0.141,0
CUST-31367729,IOB-31367729,IOB-31367729,Moore LLC,FAC-31367729,FAC-31367729,North Lindaborough,DE,92562,488510,1,488510,NYSE,AQRJ,NA,549300LSWLCXHOIALQXI,549300LSWLCXHOIALQXI,2022-06-13,2024-06-12,2024-06-12,7,11,$11.93M,$8.79M,138852370,121621812,28763249,23344708,0.25,0.2054,11038591,612790,1,"Francis, Perkins and Perry",227967228,GUAR-57120153,B,$23.18M,0,1,1.0,AA,547230832,NA,NA,5,Middle Market,531072,0,9999-12-31,2,1,0.0416,5,NA,NONE,0.0216,2,ENT-31367729,Moore LLC,AA,2024-07-08,2023-10-08,3317254,581327,28181922,30933418,8045724,27330109,28235749,25899521,26384451,61275354,62477400,89827570,87199615,238302539,250510585,18281886,15698592,27994551,6953367,53229804,49433680,82614278,NA,135844082,16706813,NA,3,NA,NA,NA,NA,1,2024-07-17,USD,3,2,0,NA,1,0.2603,0
CUST-79804692,IOB-79804692,IOB-79804692,"Peters, Cook and Spencer",FAC-79804692,FAC-79804692,East Mariamouth,US,29226,541511,1,541511,NASDAQ,ZEOE,NA,549300ZCJPTVXSUKMSTA,549300ZCJPTVXSUKMSTA,2023-09-30,2026-09-29,2026-09-29,7,1,$16.09M,$10.47M,212070481,229963591,36582827,44129864,0.25,0.1525,14883320,613434,4,,,NA,NA,$42.78M,0,4,0.6212,A,163635223,NA,NA,6,Corporate Banking,0,0,9999-12-31,1,4,0.0363,2,0.0313,0.0863,NONE,1,ENT-79804692,"Peters, Cook and Spencer",A,2024-12-08,2023-08-31,6236807,523996,36058831,33342550,13701281,22401678,23731338,36142179,33193356,72245138,67146283,136930793,117976203,327152134,307535733,13943004,15492165,61714473,16369905,92027382,100994489,142567740,NA,234595122,13877207,NA,3,16090076,10472211,16587658,10806703,1,2024-09-28,USD,1,1,0,NA,4,0.5494,0
CUST-88814406,IOB-88814406,IOB-88814406,"Perez, Brown and Graham",FAC-88814406,FAC-88814406,Donaldfurt,GB,25999,488510,1,488510,NASDAQ,KEEZ,NA,549300MILRUDBPOFBALD,549300MILRUDBPOFBALD,2020-10-03,2022-10-03,2022-10-03,7,11,$12.36M,$6.43M,87020487,85312050,21966714,16741379,0.1096,0.1307,10566808,177089,4,,,NA,NA,$28.31M,0,1,1.0,A,367937334,NA,NA,11,Commercial Real Estate,0,0,9999-12-31,1,2,0.0292,1,0.0212,NONE,0.0092,1,ENT-88814406,"Perez, Brown and Graham",A,2025-01-10,2023-05-28,2279467,391263,21575451,19890326,5829733,10958607,10462778,21526699,20441031,38315039,35350565,53614300,55570576,147499915,165247368,8401834,9244326,10185124,4498228,23085186,23974932,38162216,NA,61247402,6546403,NA,3,12361680,6433842,12426838,5964696,1,2025-02-10,USD,2,1,0,NA,4,0.1685,0
CUST-90126817,IOB-90126817,IOB-90126817,"Garcia, Moore and Banks",FAC-90126817,FAC-90126817,Mayston,US,41553,488510,1,488510,NYSE,QUNZ,068925,549300CCIKZIRNTOTCUV,549300CCIKZIRNTOTCUV,2024-10-31,2026-10-31,2026-10-31,6,1,$27.74M,$14.41M,384606310,328076102,81315386,66761700,0.069,-0.011,23149595,-21045,2,Davies Group,023478906,GUAR-52330582,BBB,$63.96M,0,1,1.0,BB,699607840,NA,NA,3,Middle Market,0,0,9999-12-31,2,3,0.0231,7,0.0201,0.0731,0.0031,1,ENT-90126817,"Garcia, Moore and Banks",BB,2024-08-29,2023-03-31,12789206,871191,80444195,77288973,53651220,42369454,37182780,89287924,83107745,185308598,159499441,325978703,194412686,705699987,687558657,27795228,30757198,84863970,47796503,160455701,157015197,186212496,NA,346668197,21987873,NA,3,NA,NA,NA,NA,1,2024-12-26,USD,3,1,0,NA,0,NA,387639
CUST-2698428,IOB-2698428,IOB-2698428,"Montgomery, Gibson and Davis",FAC-2698428,FAC-2698428,Hendrixtown,US,18095,522110,1,522110,NYSE,MKWY,NA,549300KFCIIGFOJUILLG,549300KFCIIGFOJUILLG,2021-10-04,2025-10-03,2025-10-03,6,11,$16.60M,$11.17M,175299834,194142812,45925701,65781522,0.0777,-0.0294,13925642,-37944,4,,,NA,NA,$22.01M,0,1,1.0,BB,NA,NA,NA,5,Small Business,0,0,9999-12-31,1,2,0.0393,2,0.0387,NONE,NONE,1,ENT-2698428,"Montgomery, Gibson and Davis",BB,2024-05-10,2023-07-14,7933862,786279,45139422,49711836,15352692,33036530,34753445,35928798,38628323,84318020,73735608,123025343,96388006,303731369,314051998,21394706,24530660,50683761,16190067,88268534,98747549,131274436,NA,219542970,14878202,NA,1,16600404,11173759,16637274,11195347,1,2024-04-14,USD,1,2,0,NA,2,0.6031,0
CUST-92156100,IOB-92156100,IOB-92156100,Rosales-Smith,FAC-92156100,FAC-92156100,Lake Adrian,US,13001,541511,1,541511,NASDAQ,YAZX,NA,549300ESWZOAJOGKQPDT,549300ESWZOAJOGKQPDT,2023-09-24,2025-09-23,2025-09-23,8,11,$13.34M,$5.00M,199866216,172898556,58056668,42445880,0.25,0.1976,12344001,659236,4,,,NA,NA,$19.78M,0,1,1.0,BB,620044100,NA,NA,11,Small Business,0,0,9999-12-31,1,1,0.076,5,NA,0.126,0.056,1,ENT-92156100,Rosales-Smith,BB,2024-10-03,2024-03-20,10179945,614324,57442344,57600593,13480348,20621954,19023981,33660109,35313738,67762411,61455876,130179399,148394918,346336728,326045634,17658094,19257342,52787850,12295949,82741893,70949611,105209081,39337398,187950974,21908968,NA,3,13344867,5004409,12674288,5362366,1,2024-09-28,USD,2,1,0,NA,2,0.6016,0
CUST-48625385,IOB-48625385,IOB-48625385,"Chan, Taylor and Hall",FAC-48625385,FAC-48625385,Perezside,US,38339,541511,1,541511,,NA,NA,549300SFBGEPUKGVIIRA,549300SFBGEPUKGVIIRA,2020-09-07,2023-09-07,2023-09-07,6,11,$11.77M,$10.29M,167278702,147550778,43868172,39698707,0.25,0.1299,10888527,382275,1,Williams PLC,678412996,GUAR-3428649,AAA,$29.16M,0,1,1.0,A,481653818,NA,NA,10,Middle Market,0,0,9999-12-31,3,1,0.027,5,NA,NONE,0.007,1,ENT-48625385,"Chan, Taylor and Hall",A,2024-09-14,2023-09-09,6082189,423116,43445056,49614940,14158344,21281067,20510984,35567385,30887745,71006796,62816140,166498934,91645228,329150958,335780063,15135548,12886234,41877382,16318849,73331779,73019476,101554028,NA,174885807,16728735,NA,3,NA,NA,NA,NA,1,2024-04-16,USD,2,1,0,NA,1,0.7534,0
CUST-14860889,IOB-14860889,IOB-14860889,"Mccarty, Smith and Adams",FAC-14860889,FAC-14860889,New Richard,US,25716,522110,1,522110,NASDAQ,KGZM,NA,549300XAPJBQEUHYVHZY,549300XAPJBQEUHYVHZY,2022-06-06,2026-06-05,2026-06-05,7,11,$11.79M,$7.21M,81904886,76053244,16475782,13510791,0.25,0.1247,10905795,367554,4,,,NA,NA,$26.85M,6,5,0.988,CCC,113199952,NA,NA,2,Middle Market,0,0,9999-12-31,2,2,0.0429,7,0.0221,NONE,0.0229,2,ENT-14860889,"Mccarty, Smith and Adams",CCC,2024-10-11,2023-04-06,3165426,401322,16074460,13873970,9425088,11665467,12098912,12652592,13832709,33743147,29416639,63927080,53864292,151534519,152901513,8040951,7188553,20268493,6743388,35052832,35923724,52222936,1358595,87275768,6791553,SNC-14860889,2,11790049,7211727,12622539,7224216,2,2024-04-08,USD,2,1,0,NA,4,0.7372,0
CUST-50225332,IOB-50225332,IOB-50225332,Hunter-Garza,FAC-50225332,FAC-50225332,North Jack,US,86489,488510,1,488510,NYSE,GDTQ,NA,549300BMEUKSJUXAMSID,549300BMEUKSJUXAMSID,2020-05-10,2024-05-09,2024-05-09,7,1,$6.87M,$2.37M,83258229,85856585,18808633,20410611,0.2276,0.0707,6274776,110515,4,,,NA,NA,$18.71M,6,1,1.0,AAA,053223243,NA,NA,9,Small Business,256176,0,9999-12-31,1,2,0.0291,7,0.0231,NONE,NONE,1,ENT-50225332,Hunter-Garza,AAA,2024-09-02,2023-04-26,2925515,306362,18502271,17493978,9725147,8560479,8152323,13945124,14644913,32230750,29739376,65900364,38453963,136585077,127688511,7113335,7042468,24973361,5018143,37104839,34565844,61090891,NA,98195730,5291150,NA,3,NA,NA,NA,NA,1,2024-05-08,USD,3,1,0,NA,3,0.6959,0
CUST-67930609,IOB-67930609,IOB-67930609,"Sutton, Butler and Serrano",FAC-67930609,FAC-67930609,North Alexanderborough,US,84247,541511,1,541511,NYSE,CCCS,NA,549300GULVGDYUOUGYNC,549300GULVGDYUOUGYNC,2020-06-29,2021-06-29,2021-06-29,6,11,$17.57M,$12.40M,172146739,188959856,41792106,36179275,0.1533,0.1528,15404835,411648,4,,,NA,NA,$32.51M,1,4,0.615,BB,823943585,NA,NA,9,Small Business,0,0,9999-12-31,1,1,0.0248,5,NA,NONE,0.0048,1,ENT-67930609,"Sutton, Butler and Serrano",BB,2024-09-09,2023-04-05,7335277,920675,40871431,44000089,10107045,18107897,19895834,31177842,32427200,59392784,56846862,103651826,70318354,233362964,260153344,12859029,14056825,36555385,12391318,61805732,55220544,133434199,NA,195239931,10516252,NA,3,NA,NA,NA,NA,1,2024-07-31,USD,3,2,0,NA,4,0.1269,144929
CUST-8201872,IOB-8201872,IOB-8201872,Gentry Inc,FAC-8201872,FAC-8201872,West Stephaniebury,US,38660,541511,1,541511,NYSE,RAIA,651700,549300BQYBDHHVSJKSGG,549300BQYBDHHVSJKSGG,2024-01-13,2026-01-12,2026-01-12,6,11,$11.45M,$7.34M,113261467,111169175,18486795,19757487,0.0376,0.0346,9371689,14906,1,Sanchez PLC,836796716,GUAR-14989378,BBB,$29.88M,0,1,1.0,CCC,716696332,NA,NA,3,Commercial Real Estate,436159,0,9999-12-31,1,2,0.0221,2,0.0378,0.0721,0.0021,1,ENT-8201872,Gentry Inc,CCC,2024-09-18,2023-06-27,2792029,387721,18099074,18649966,11714952,19324266,21915376,23459917,24961523,54499135,59627169,97041471,67509156,219049762,190164459,13590513,14534728,22728435,11985109,48304057,52936234,52918436,14128960,101222493,8626690,NA,1,11445352,7335552,11049612,7360170,1,2024-07-05,USD,2,2,0,NA,4,0.5568,189323
